,title,total_time,image,ingredients,rating_val,rating_count,category,cuisine,diet,vegan,vegetarian,url
0,Avocado pasta with peas and mint ,40 minutes,['https://food-images.files.bbci.co.uk/food/recipes/avocado_pasta_with_peas_31700_16x9.jpg'],"['penne', 'avocado', 'garlic', 'coconut oil', 'salt', 'lemon', 'mint', 'peas', 'chilli']",4.363636363636363,22,Main course,['https://food-images.files.bbci.co.uk/food/recipes/avocado_pasta_with_peas_31700_16x9.jpg'],"['http://schema.org/LowLactoseDiet', 'http://schema.org/LowCalorieDiet', 'http://schema.org/VeganDiet', 'http://schema.org/VegetarianDiet']",vegan,vegetarian,<_io.BufferedReader name='Avocado pasta recipe - BBC Food.html'>
