-2.0139511, 5.2201324
-2.0139206, 5.2162546
-2.01543, 5.2122894
-2.0174864, 5.2092349
-2.0162088, 5.221551
-2.016197, 5.220833
-2.0163056, 5.220532
-2.0158149, 5.2207379
-2.0160804, 5.2204093
-2.0158417, 5.2204165
-2.0156167, 5.2205194
-2.0156239, 5.2207177
-2.0171864, 5.2210707
-2.0173088, 5.2208381
-2.0169612, 5.220989
-2.0170359, 5.2208043
-2.0166678, 5.220928
-2.0168037, 5.2206064
-2.0157858, 5.2196371
-2.0180355, 5.2189223
-2.0180906, 5.2192915
-2.0177699, 5.2192099
-2.0176748, 5.2194494
-2.0179411, 5.2195857
-2.0178391, 5.2198047
-2.0175525, 5.2197026
-2.017403, 5.2200584
-2.0176896, 5.2201331
-2.0176013, 5.2203658
-2.0172737, 5.2202637
-2.0173605, 5.2190602
-2.0172176, 5.2192929
-2.017067, 5.2189444
-2.0169651, 5.2192181
-2.0169247, 5.2195122
-2.0171294, 5.2195734
-2.0169934, 5.2198608
-2.0167682, 5.2197791
-2.0168779, 5.2201003
-2.0166731, 5.2200049
-2.0165556, 5.2190341
-2.0167051, 5.2186851
-2.016269, 5.2189252
-2.0163844, 5.2185899
-2.0167798, 5.2184936
-2.0164727, 5.2183778
-2.0157507, 5.218967
-2.0154368, 5.2189333
-2.0158661, 5.218666
-2.0156137, 5.2186049
-2.0153679, 5.2184548
-2.0154216, 5.2179351
-2.0156258, 5.2176681
-2.015421, 5.2175727
-2.015407, 5.2173197
-2.0154407, 5.2170803
-2.0156935, 5.2173876
-2.0157818, 5.2171276
-2.016546, 5.2173042
-2.0161707, 5.2172364
-2.0161371, 5.2175168
-2.0159874, 5.21777
-2.0159062, 5.2181394
-2.0160974, 5.2182827
-2.016206, 5.2179611
-2.0163828, 5.2176053
-2.0170177, 5.217994
-2.0171536, 5.2176861
-2.0167447, 5.2178987
-2.0168739, 5.2176113
-2.0169825, 5.217324
-2.0172691, 5.2174056
-2.0176432, 5.2167485
-2.0172274, 5.2169065
-2.0173633, 5.2165575
-2.0169681, 5.216859
-2.0170221, 5.2164966
-2.0165725, 5.2168323
-2.0166198, 5.2165793
-2.0162723, 5.2167713
-2.0162992, 5.2165593
-2.0159995, 5.2167512
-2.0160263, 5.2165118
-2.0156785, 5.216485
-2.0156515, 5.2166902
-2.0175571, 5.2187003
-2.0173063, 5.2186084
-2.0173877, 5.2183467
-2.0176845, 5.2184129
-2.0178376, 5.2181408
-2.0175458, 5.2180541
-2.0176836, 5.2178385
-2.0178934, 5.2178895
-2.0180312, 5.2176482
-2.0177855, 5.2175512
-2.0179078, 5.2173048
-2.0181587, 5.2174121
-2.0180302, 5.2170482
-2.0183015, 5.2171657
-2.0184188, 5.2169245
-2.0181321, 5.2167968
-2.0182266, 5.2183197
-2.0185286, 5.218432
-2.0183388, 5.2180785
-2.0186459, 5.2181754
-2.0187324, 5.2179343
-2.0184765, 5.2178372
-2.0185221, 5.2175654
-2.0188189, 5.2176469
-2.0189464, 5.2173903
-2.0190534, 5.217144
-2.0187059, 5.2173087
-2.0187822, 5.2170572
-2.0155422, 5.2158522
-2.0158542, 5.2158466
-2.0160895, 5.2158154
-2.0155979, 5.2155444
-2.0158742, 5.2155542
-2.0160941, 5.2155334
-2.0164933, 5.215625
-2.015633, 5.2150931
-2.0158786, 5.2151029
-2.0161803, 5.2150614
-2.0156939, 5.2147699
-2.0159036, 5.2147798
-2.0161441, 5.2147948
-2.0165743, 5.2151018
-2.0168403, 5.2151014
-2.0165431, 5.2148044
-2.0168194, 5.2148245
-2.0170599, 5.2148959
-2.0170154, 5.2158498
-2.0172815, 5.2158904
-2.0173526, 5.2155672
-2.017117, 5.2154343
-2.017526, 5.2152439
-2.0172905, 5.2151571
-2.0174078, 5.2148953
-2.017679, 5.2150026
-2.0175967, 5.2146642
-2.0178219, 5.2147767
-2.0164247, 5.2143431
-2.0165675, 5.2140505
-2.0167052, 5.2138349
-2.0169095, 5.2135987
-2.016996, 5.213296
-2.017185, 5.2131521
-2.0169239, 5.2129935
-2.0167811, 5.2133014
-2.0166179, 5.2135786
-2.0164494, 5.2138045
-2.0163219, 5.2140201
-2.0161332, 5.2143589
-2.0176768, 5.2136231
-2.017426, 5.2135004
-2.0172525, 5.2137725
-2.0175033, 5.2138849
-2.0171813, 5.2140649
-2.0173605, 5.2141364
-2.0172228, 5.2144033
-2.016972, 5.2143114
-2.0179646, 5.2144329
-2.0177854, 5.2143357
-2.0181228, 5.2141916
-2.0178924, 5.214074
-2.0183371, 5.2138477
-2.0180862, 5.2137045
-2.018229, 5.2134581
-2.0184798, 5.2135551
-2.0186124, 5.2132933
-2.0183923, 5.2131911
-2.0186118, 5.2129241
-2.0187501, 5.2130367
-2.0178604, 5.2132792
-2.0179931, 5.2130482
-2.0181206, 5.2128429
-2.0182634, 5.2125965
-2.0176045, 5.2131565
-2.0177473, 5.2128947
-2.017885, 5.2126484
-2.0180278, 5.212402
-2.0174093, 5.2126491
-2.0175828, 5.2124027
-2.0177359, 5.2121922
-2.0171635, 5.2124854
-2.017337, 5.2122595
-2.0175361, 5.2120028
-2.0178222, 5.2117715
-2.0181547, 5.2117607
-2.0180169, 5.2119456
-2.0181654, 5.2120838
-2.0183493, 5.211904
-2.0185235, 5.2120576
-2.01836, 5.2122219
-2.0182152, 5.2112529
-2.0183997, 5.2114475
-2.0186097, 5.2116113
-2.0187736, 5.2117443
-2.0189625, 5.2115235
-2.0188087, 5.2113186
-2.0186039, 5.2111754
-2.0184349, 5.2110423
-2.0186725, 5.2124676
-2.0188767, 5.2122519
-2.0190503, 5.2120208
-2.0192494, 5.2117743
-2.0194801, 5.2121022
-2.0192501, 5.2122359
-2.019097, 5.2124361
-2.0189081, 5.2126416
-2.0184176, 5.2163586
-2.0185604, 5.2160866
-2.0182329, 5.2160615
-2.0181565, 5.2162565
-2.017865, 5.2162723
-2.0179923, 5.2159131
-2.0177056, 5.2158008
-2.0176702, 5.2160367
-2.0187963, 5.2164862
-2.0190369, 5.2165884
-2.0192877, 5.2166752
-2.0193591, 5.2165263
-2.0191441, 5.2164395
-2.0188267, 5.2163118
-2.0194859, 5.2158594
-2.0190919, 5.2158139
-2.0188361, 5.2157425
-2.0192655, 5.2155624
-2.0189686, 5.2154398
-2.0184214, 5.2155842
-2.0182269, 5.2154666
-2.0179812, 5.2153798
-2.0180984, 5.2150976
-2.0183851, 5.2152253
-2.0185899, 5.2153327
-2.0185891, 5.2148455
-2.0183178, 5.2147434
-2.0184708, 5.2144764
-2.0187422, 5.2146247
-2.0188287, 5.2143579
-2.0185932, 5.2142096
-2.0187667, 5.2139477
-2.0190226, 5.2140755
-2.01894, 5.2135731
-2.0190982, 5.2133523
-2.0193286, 5.2134699
-2.0191909, 5.213706
-2.0192308, 5.2130854
-2.0194664, 5.2132646
-2.019599, 5.2130182
-2.0193838, 5.2128134









































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































